"","id","submitdate","lastpage","startlanguage","seed","G01Q01","G01Q02","G01Q03","G01Q04","G01Q05","G01Q06","G02Q07","G02Q26_SQ001","G02Q26_SQ002","G02Q26_SQ003","G02Q26_SQ004","G02Q26_SQ005","G02Q26_SQ006","G02Q26_other","G02Q27","G02Q27_other","G01Q08","G01Q09","G02Q10","G02Q10_comment","G02Q11","G02Q11_comment","G02Q12","G02Q13","G03Q14","G03Q14_comment","G03Q15","G03Q15_comment","G01Q16","G01Q16_comment","G03Q17","G03Q17_comment","G03Q18_SQ001","G03Q18_SQ002","G03Q18_SQ003","G03Q18_SQ004","G03Q18_SQ005","G03Q18_SQ006","G03Q18_SQ007","G03Q18_other","G01Q19_SQ001","G01Q19_SQ002","G01Q19_SQ003","G01Q19_SQ004","G01Q19_SQ005","G01Q19_SQ006","G01Q19_other","G04Q20","G04Q20_comment","G04Q21","G04Q21_comment","G01Q22_SQ001","G01Q22_SQ001comment","G01Q22_SQ002","G01Q22_SQ002comment","G01Q22_SQ003","G01Q22_SQ003comment","G01Q23","G01Q23_comment","G01Q24","G01Q24_comment","G01Q25","G01Q25_comment"
"275",572,"1980-01-01 00:00:00",4,"en","930297039","male","35 to 44 years","Medical doctor","Consultant","5 - 10","Portugal","Consultant","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"Same day of the operation/procedure is sufficient enough","Same day of the operation/procedure is sufficient enough","No (please comment the reasons)","Must be written","No (please comment the reasons)","Must be written","No","No","No (please comment)",NA,"No (please comment)",NA,"No",NA,"Yes",NA,"Not selected","Yes","Not selected","Yes","Not selected","Yes","Not selected",NA,"Yes","Not selected","Yes","Yes","Not selected","Yes",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","16","Yes",NA,"Not selected",NA,"No",NA,"No",NA,"Yes",NA
"276",573,"1980-01-01 00:00:00",4,"en","906108111","female","34 or younger","Medical doctor","Consultant","5 - 10","Lithuania","Consultant","Yes","Not selected","Yes","Not selected","Yes","Not selected",NA,"online via videoconference",NA,"Same day of the operation/procedure is sufficient enough","Same day of the operation/procedure is sufficient enough","No (please comment the reasons)","The legal requirements do not consider such an option in general.","No (please comment the reasons)","The legal requirements do not consider such an option in general.","No","No","Different (please comment)","According to the requirements, the patient's signature is obligatory on the informed consent form. Technically, if the patient uses electronic/mobile or similar signature, that would be possible, however, technological challenges arise for some, particularly older, patients","No (please comment)","Again, the informed consent procedure here requires the patient's signature which is unavailable via phone","Yes","It is not legal yet","Yes",NA,"Yes","Yes","Not selected","Not selected","Yes","Not selected","Not selected","patient identification issues","Yes","Yes","Yes","Yes","Not selected","Not selected","less time consuming, available from home for the specialist","Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","16 or older","Yes",NA,"Yes","14 or older if the court decision is present the child is capable making appropriate decisions","Yes","Not legal yet","Different (please commment)","The staff admitting the patient is responsible for checking the IDs of the parents/caregivers","Yes",NA
"277",574,"1980-01-01 00:00:00",4,"en","1150640743","male","65 or older","Medical doctor","Other","> 20","Italy","Consultant","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"2 days or more before surgery","24h prior to surgery","No (please comment the reasons)",NA,"No (please comment the reasons)","it's no routinely by phone bat only in some situation like for example for kids or for people with disability","I don´t know the legal requirements","Yes","Different (please comment)","only for patients with disability","Yes",NA,"No",NA,"Yes",NA,"Yes","Yes","Yes","Yes","Not selected","Not selected","Not selected",NA,"Yes","Not selected","Yes","Yes","Not selected","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Not selected",NA,"Not selected",NA,"Not selected",NA,"No",NA,"No",NA,"Yes",NA
"278",575,"1980-01-01 00:00:00",4,"en","565813640","female","34 or younger","Medical doctor","Resident","< 5","Germany","Resident","Yes","Yes","Yes","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery","24h prior to surgery","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,"I don´t know the legal requirements","Yes","No (please comment)","it is not possible technically","No (please comment)","i don't think so","No",NA,"Yes",NA,"Yes","Not selected","Not selected","Not selected","Not selected","Yes","Not selected","no body examination possible","Yes","Not selected","Not selected","Yes","Not selected","Not selected",NA,"Always both parents","sometimes this is not possible because there is just one parent with the child - then its practically just one ","Just the one, who is present",NA,"Yes","16 i guess","Yes",NA,"Not selected",NA,"No",NA,"No",NA,"No",NA
"279",576,"1980-01-01 00:00:00",4,"en","1330036681","male","55 to 64 years","Medical doctor","Consultant","> 20","Switzerland","Resident","Yes","Not selected","Yes","Not selected","Not selected","Not selected",NA,"online via videoconference",NA,"24h prior to surgery","Same day of the operation/procedure is sufficient enough","No (please comment the reasons)",NA,"No (please comment the reasons)",NA,"Yes","No","No (please comment)",NA,"No (please comment)",NA,"No",NA,"Yes",NA,"Yes","Not selected","Yes","Yes","Not selected","Not selected","Not selected",NA,"Yes","Not selected","Yes","Yes","Not selected","Yes",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Not selected",NA,"Not selected",NA,"Not selected",NA,"No",NA,"No",NA,"No",NA
"280",577,NA,1,"en","939366484",NA,NA,NA,NA,NA,"Bosnia and Herzegovina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281",578,"1980-01-01 00:00:00",4,"en","298556013","male","34 or younger","Medical doctor","Resident","10 - 20","Netherlands","Resident","Yes","Yes","Yes","Not selected","Not selected","Not selected","STOPBANG","online via patient´s self assessment",NA,"2 days or more before surgery","2 days or more before surgery","No (please comment the reasons)","Patients receive extensive online information including explanatory films before giving online consent. The platform will decide based on answers whether the consent is accepted and in the case of high risk patients a physical consult is planned.","Yes","Patients receive extensive online information including explanatory films before giving online consent. The platform will decide based on answers whether the consent is accepted and in the case of high risk patients a physical consult is planned. (https://www.novacair.nl)","Yes","I don´t know","No (please comment)","Even though the system will accept consent online, all patients are called by an anesthesia provider (currently).","Yes",NA,"Yes",NA,"Yes",NA,"Yes","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"Yes","Not selected","Yes","Not selected","Not selected","Yes",NA,"Just the one, who is present","Consent from the other parent is assumed.","Just the one, who is present","Consent from the other parent is assumed.","Yes","11","Yes",NA,"Yes","<16 parents also need to consent; unless there is a conflict and child needs/wants procedure and parents forbid. Then child consent goes.","Yes",NA,"No",NA,"No",NA
"282",579,NA,1,"en","352612310","male","45 to 54 years","Medical doctor","Consultant","> 20","Poland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283",580,NA,1,"en","1934259104","male","35 to 44 years","Medical doctor","Consultant","10 - 20","Germany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284",581,"1980-01-01 00:00:00",4,"en","1529431127","female","65 or older","Medical doctor","Consultant","> 20","United Kingdom (UK)","Consultant","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"Same day of the operation/procedure is sufficient enough","Same day of the operation/procedure is sufficient enough","No (please comment the reasons)","To be evidenced in court the form needs to be signed.  However if someone appears in the anaesthetic room this is taken as consent","No (please comment the reasons)","To demonstrate that informed consent was taken in a way that you could defend in court you would need to show a form.  People can't sign forms ove r the phone","Yes","I don´t know","No (please comment)",NA,"No (please comment)",NA,"No",NA,"No","No signature is obtained","Yes","Yes","Yes","Not selected","Yes","Not selected","Not selected",NA,"Yes","Not selected","Yes","Yes","Not selected","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Not selected",NA,"Yes",NA,"Yes","Gillick competent","No",NA,"No","Someone else does - usually the admitting person","No","It should not be the responsibility of the anaesthetist/ anaesthesiologist"
"285",582,"1980-01-01 00:00:00",4,"en","694804632","male","55 to 64 years","Medical doctor","Consultant","> 20","Other","Consultant","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"2 days or more before surgery","24h prior to surgery but often its far less because of daily routine practice","Yes",NA,"Yes",NA,"I don´t know the legal requirements","I don´t know","Different (please comment)",NA,"Different (please comment)",NA,"Different (please comment)",NA,"No",NA,"Yes","Yes","Yes","Not selected","Not selected","Not selected","Not selected",NA,"Yes","Not selected","Yes","Yes","Not selected","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","18","Not selected",NA,"Not selected",NA,"No",NA,"No",NA,"Different (please commment)",NA
"286",583,"1980-01-01 00:00:00",4,"en","1397251878","male","55 to 64 years","Medical doctor","Consultant","> 20","Czechia","Consultant","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery but often its far less because of daily routine practice","Same day of the operation/procedure is sufficient enough","No (please comment the reasons)",NA,"No (please comment the reasons)",NA,"No","No","No (please comment)",NA,"No (please comment)",NA,"No",NA,"No",NA,"Yes","Yes","Yes","Not selected","Not selected","Not selected","Not selected",NA,"Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Not selected",NA,"Yes",NA,"Not selected",NA,"No",NA,"No",NA,"No",NA
"287",584,NA,1,"en","1687388963","female","65 or older","Medical doctor","Other","> 20","Portugal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288",585,"1980-01-01 00:00:00",4,"en","946849611","male","45 to 54 years","Medical doctor","Consultant","10 - 20","Germany","Resident","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"online via patient´s self assessment",NA,"24h prior to surgery","24h prior to surgery but often its far less because of daily routine practice","Yes",NA,"Yes",NA,"Yes","No","No (please comment)",NA,"Yes",NA,"Yes",NA,"Yes",NA,"Yes","Yes","Not selected","Yes","Not selected","Not selected","Not selected",NA,"Yes","Not selected","Yes","Yes","Not selected","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","18","Not selected",NA,"Not selected",NA,"Yes",NA,"No",NA,"No",NA
"289",586,"1980-01-01 00:00:00",4,"en","1993155211","female","35 to 44 years","Medical doctor","Consultant","10 - 20","France","Consultant","Yes","Yes","Yes","Not selected","Not selected","Not selected",NA,"in person",NA,"2 days or more before surgery","2 days or more before surgery","No (please comment the reasons)","Only during the Covid Pandemic","No (please comment the reasons)",NA,"No","Yes","Yes",NA,"Yes",NA,"No",NA,"Yes",NA,"Not selected","Not selected","Yes","Not selected","Yes","Not selected","Not selected",NA,"Yes","Yes","Yes","Not selected","Not selected","Yes",NA,"Always both parents",NA,"Always both parents",NA,"Not selected",NA,"Not selected",NA,"Yes","age above 18 or legal document that he is emancipated","No",NA,"No",NA,"Yes",NA
"290",587,NA,2,"en","2030476020","female","35 to 44 years","Medical doctor","Consultant","5 - 10","Austria","other","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,NA,"in person or online via videoconferenve","24h prior to surgery but often its far less because of daily routine practice","24h prior to surgery","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,"I don´t know the legal requirements","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291",588,"1980-01-01 00:00:00",4,"en","410551056","female","55 to 64 years","Medical doctor","Consultant","> 20","Spain","Consultant","Yes","Not selected","Yes","Not selected","Not selected","Not selected",NA,"online via videoconference",NA,"2 days or more before surgery","2 days or more before surgery","No (please comment the reasons)","Now out of the pandemic we are working on this issue: digital consent. Prior to COVID, pre-anesthesia assessment and HF were face-to-face, but in the pandemic everything was virtually virtual and no IC was done on paper. Out of the context of thNow We are working in this subject. Previously to COVID the preanesthesic avaluaton and the IC were presentially but in the pandemia all was virtually and  no done IC in paper . it is better to have the preoperative done for days and also the IC but it is true that there are many urgent circumstances. Legally the IC must be agreed at least 24 hours in advance but there are variations according to different territories
n the future we will try to minimize trips to the hospital for the comfort of the patient and the family and use technology to make a quality preoperative following well-standardized protocols
","No (please comment the reasons)","The IC is presented to the patient or legally when they arrive to the hospital for intervention responsable .In the future we will try to minimize trips to the hospital for the comfort of the patient and the family and use technology to make a quality preoperative following well-standardized protocols and to make a legal digital document  ","No","No","No (please comment)","The IC is a document . Is signed when they como to the hospital. Only in pandemic situatios it was forbidden","No (please comment)","all information is via telefon but nor the IC","Yes","I know is not legal","Yes",NA,"Not selected","Yes","Yes","Yes","Yes","Yes","Not selected",NA,"Yes","Yes","Yes","Yes","Yes","Yes",NA,"Just the one, who is present","
A signature specifying that there is no disagreement between the two is sufficient

","Just the one, who is present","A signature specifying that there is no disagreement between the two is sufficient","Yes","18 y old ","Yes","over 12 years can give their opinion. But not independtly. ","Not selected",NA,"Yes","i know yhat is not legally","Yes","just asking. Upon admission to the hospital, identification is required

","Yes","at the admission "
"292",589,"1980-01-01 00:00:00",4,"en","1740500738","female","45 to 54 years","Medical doctor","Consultant","> 20","Italy","Consultant","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"2 days or more before surgery","24h prior to surgery but often its far less because of daily routine practice","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,"I don´t know the legal requirements","No","No (please comment)",NA,"No (please comment)",NA,"No",NA,"No",NA,"Yes","Yes","Yes","Yes","Yes","Yes","Not selected",NA,"Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","18","Yes","20","Not selected",NA,"No",NA,"No",NA,"Yes",NA
